_RAJ2000	_DEJ2000	RAJ2000	DEJ2000	2MASS	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag	Qflg	Rflg	Bflg	Cflg	Xflg	Aflg
156.02096300	-57.78591500	156.020963	-57.785915	10240503-5747092	15.963	0.136	14.916	0.233	13.722	0.140	BDB	222	111	cc0	2	0
156.00994200	-57.76645700	156.009942	-57.766457	10240238-5745592	14.022		14.697	0.238	14.394	0.159	UEC	022	011	0cc	2	0
156.02062100	-57.79910300	156.020621	-57.799103	10240494-5747567	15.504	0.064	14.971	0.095	15.660	0.321	AAD	222	111	000	2	0
156.01001800	-57.76306200	156.010018	-57.763062	10240240-5745470	12.329	0.036	11.820	0.022	11.384	0.082	AEE	222	111	ddd	2	0
156.01041400	-57.79700500	156.010414	-57.797005	10240249-5747492	15.124		15.362		14.798	0.149	UUB	662	002	00c	2	0
156.01027000	-57.79055800	156.010270	-57.790558	10240246-5747260	15.319	0.149	13.578		12.425		BUU	200	100	000	2	0
156.01031400	-57.78089500	156.010314	-57.780895	10240247-5746512	14.128		15.283	0.411	14.109	0.247	UDD	022	022	0cc	2	0
156.01917400	-57.78006000	156.019174	-57.780060	10240460-5746482	15.196	0.223	13.268		12.329		DUU	200	100	c00	2	0
156.01242200	-57.78751000	156.012422	-57.787510	10240298-5747150	14.918	0.234	12.822		13.389	0.217	DUC	262	303	c0c	2	0
156.01239400	-57.75596200	156.012394	-57.755962	10240297-5745214	13.105	0.173	12.521	0.256	12.007	0.152	EEE	222	111	ccc	2	0
156.01863000	-57.76744500	156.018630	-57.767445	10240447-5746028	15.713	0.072	14.569	0.035	14.596	0.115	AAB	222	111	000	2	0
156.01354900	-57.78824600	156.013549	-57.788246	10240325-5747176	15.072	0.138	13.002		13.234	0.213	BUC	262	202	c0c	2	0
156.04192100	-57.80180700	156.041921	-57.801807	10241006-5748065	16.622	0.166	16.420	0.287	14.968		CDU	220	110	000	2	0
156.01318200	-57.76452600	156.013182	-57.764526	10240316-5745522	14.412		14.405	0.123	13.322		UBU	020	020	0c0	2	0
156.03466600	-57.80991700	156.034666	-57.809917	10240831-5748357	13.267		13.324	0.053	12.057	0.029	UAA	022	011	0cc	2	0
156.01385700	-57.78609500	156.013857	-57.786095	10240332-5747099	12.818	0.057	12.060	0.063	11.669	0.079	AAA	222	111	000	2	0
156.01868900	-57.78229500	156.018689	-57.782295	10240448-5746562	15.505	0.225	14.850	0.276	13.623	0.178	DDC	222	111	ccc	2	0
156.01396600	-57.77607700	156.013966	-57.776077	10240335-5746338	14.883	0.061	14.151	0.041	13.774	0.054	AAA	222	111	000	2	0
156.03268200	-57.80921900	156.032682	-57.809219	10240784-5748331	12.035	0.029	11.446	0.039	11.244	0.043	AAE	222	111	000	2	0
156.01300700	-57.76284000	156.013007	-57.762840	10240312-5745462	14.305		13.534	0.076	13.680	0.192	UEC	042	011	0cc	2	0
156.01295300	-57.75958600	156.012953	-57.759586	10240310-5745345	10.713		10.121		12.226	0.176	UUE	002	001	00c	2	0
156.01906900	-57.76577400	156.019069	-57.765774	10240457-5745567	15.471		14.967	0.086	15.458	0.323	UAD	622	022	0cc	2	0
156.01905000	-57.77813700	156.019050	-57.778137	10240457-5746412	12.441	0.053	11.783	0.061	11.620	0.052	AAA	222	111	000	1	0
156.04885200	-57.75525700	156.048852	-57.755257	10241172-5745189	13.578	0.022	12.821	0.022	12.655	0.019	AAA	222	111	000	2	0
156.01267600	-57.78174600	156.012676	-57.781746	10240304-5746542	12.509	0.043	11.853	0.048	11.497	0.056	AAA	222	111	000	2	0
156.01883200	-57.76215400	156.018832	-57.762154	10240451-5745437	13.406	0.041	13.280	0.087	13.342	0.019	AAE	222	221	ccc	2	0
156.01887300	-57.75016800	156.018873	-57.750168	10240452-5745006	14.562	0.022	13.949	0.048	13.719	0.054	AEA	222	111	000	2	0
156.04260800	-57.81165300	156.042608	-57.811653	10241022-5748419	15.428	0.057	15.244	0.094	15.603	0.301	AAD	222	111	0p0	2	0
156.01288000	-57.75169800	156.012880	-57.751698	10240309-5745061	15.880	0.101	14.596	0.126	14.270	0.114	ABB	222	111	ccc	2	0
156.01882400	-57.79145800	156.018824	-57.791458	10240451-5747292	15.426		14.841		15.127	0.206	UUC	002	001	000	2	0
156.00381300	-57.76962700	156.003813	-57.769627	10240091-5746106	15.087	0.041	14.646	0.073	14.568	0.111	AAB	222	111	ccc	2	0
156.02730900	-57.76360700	156.027309	-57.763607	10240655-5745489	14.975	0.054	14.613	0.119	14.356	0.146	ABB	222	111	000	2	0
156.00365000	-57.76575500	156.003650	-57.765755	10240087-5745567	12.358		14.327	0.246	13.844	0.171	UDC	022	011	0cc	2	0
156.03693700	-57.78268400	156.036937	-57.782684	10240886-5746576	15.462	0.086	15.010	0.108	14.075	0.079	AAA	222	111	0c0	2	0
156.03719600	-57.76930600	156.037196	-57.769306	10240892-5746095	15.396	0.227	13.082		11.937		DUU	200	100	c00	2	0
156.03715200	-57.78747900	156.037152	-57.787479	10240891-5747149	14.174	0.087	12.828	0.083	11.818	0.068	AAA	222	111	000	2	0
156.05391300	-57.75714100	156.053913	-57.757141	10241293-5745257	13.281	0.024	12.992	0.022	12.947	0.019	AAE	222	111	000	2	0
156.03823700	-57.79978200	156.038237	-57.799782	10240917-5747592	14.464	0.045	14.131	0.068	14.021	0.088	AAA	222	111	000	2	0
156.03686600	-57.76646000	156.036866	-57.766460	10240884-5745592	15.201	0.158	12.861		12.988	0.125	CUB	262	202	c0c	2	0
156.05404200	-57.77217500	156.054042	-57.772175	10241297-5746198	14.060	0.107	11.926	0.061	10.614	0.043	AAA	222	111	000	1	0
156.03761200	-57.75180800	156.037612	-57.751808	10240902-5745065	15.561	0.070	14.259		14.098		AUU	266	200	c00	2	0
156.03827100	-57.78456900	156.038271	-57.784569	10240918-5747044	13.945	0.041	12.939	0.031	12.561	0.034	AAE	222	111	000	2	0
156.03623800	-57.76739500	156.036238	-57.767395	10240869-5746026	13.818	0.097	12.572		12.442	0.142	AUB	262	202	c0c	1	0
156.03852000	-57.79554000	156.038520	-57.795540	10240924-5747439	15.197	0.122	14.403	0.152	13.495	0.109	BBB	222	111	c00	2	0
156.03904800	-57.75204100	156.039048	-57.752041	10240937-5745073	15.712	0.070	14.550		14.420		AUU	266	200	c00	2	0
156.03880500	-57.77651200	156.038805	-57.776512	10240931-5746354	15.557		13.797		13.539	0.157	UUC	002	001	00c	2	0
156.05273100	-57.78374100	156.052731	-57.783741	10241265-5747014	16.217	0.132	15.175		14.042		BUU	200	100	000	2	0
156.03837600	-57.75761400	156.038376	-57.757614	10240921-5745274	15.893	0.098	14.728	0.070	14.141	0.079	AAA	222	111	000	2	0
156.05317000	-57.75020600	156.053170	-57.750206	10241276-5745007	14.278		14.377	0.074	14.187	0.112	UAB	622	022	0pp	2	0
156.03842200	-57.76510200	156.038422	-57.765102	10240922-5745543	16.472	0.302	15.910	0.232	14.691	0.183	DDC	222	111	ccc	2	0
156.03637100	-57.77880900	156.036371	-57.778809	10240872-5746437	15.608	0.132	14.564	0.193	13.034	0.122	BCE	222	111	000	2	0
156.03604000	-57.79193100	156.036040	-57.791931	10240864-5747309	16.240	0.198	15.174	0.184	14.202	0.133	CCB	222	111	000	2	0
156.05417400	-57.78800200	156.054174	-57.788002	10241300-5747168	14.436	0.032	13.728	0.022	13.478	0.038	AEE	222	111	000	2	0
156.05189600	-57.79042800	156.051896	-57.790428	10241245-5747255	15.735		15.704	0.174	14.455	0.098	UCA	022	011	000	2	0
156.03424100	-57.78695300	156.034241	-57.786953	10240821-5747130	14.517	0.091	14.062	0.143	12.109		ABU	220	110	0c0	2	0
156.03433200	-57.77429600	156.034332	-57.774296	10240823-5746274	13.960		14.623	0.191	12.135		UCU	626	020	0c0	2	0
156.00364600	-57.78136800	156.003646	-57.781368	10240087-5746529	12.828	0.047	11.958	0.053	11.434	0.057	AAA	222	111	000	2	0
156.03387700	-57.76450700	156.033877	-57.764507	10240813-5745522	15.277	0.082	14.578	0.112	14.691	0.154	ABB	222	111	00c	2	0
156.05446800	-57.77469300	156.054468	-57.774693	10241307-5746288	14.867	0.075	14.128	0.047	13.534	0.078	AAA	222	111	00c	2	0
156.03383000	-57.76120400	156.033830	-57.761204	10240811-5745403	13.422		14.163	0.022	14.216	0.102	UAA	622	022	0cc	2	0
156.03380700	-57.75524900	156.033807	-57.755249	10240811-5745188	15.115	0.066	13.964	0.048	13.586	0.059	AAA	222	222	ccc	2	0
156.03452100	-57.77043500	156.034521	-57.770435	10240828-5746135	14.197		14.878	0.218	13.550	0.168	UDC	022	011	000	2	0
156.03478700	-57.75122100	156.034787	-57.751221	10240834-5745043	15.976	0.106	14.784	0.049	14.642	0.120	AAB	222	111	c0c	2	0
156.03591600	-57.77581800	156.035916	-57.775818	10240861-5746329	15.103	0.118	14.853	0.237	12.385		BDU	226	220	cc0	2	0
156.03557900	-57.77714500	156.035579	-57.777145	10240853-5746377	15.370		15.221	0.265	13.534	0.189	UDC	022	011	000	2	0
156.03589000	-57.76901600	156.035890	-57.769016	10240861-5746084	13.839		14.385	0.269	12.671	0.124	UDB	022	011	000	2	0
156.03564900	-57.79513900	156.035649	-57.795139	10240855-5747425	14.287	0.064	13.553	0.082	12.970	0.072	AAE	222	111	000	2	0
156.03532500	-57.77497500	156.035325	-57.774975	10240847-5746299	13.756		14.351	0.168	12.002		UCU	626	030	0c0	2	0
156.03502100	-57.78422900	156.035021	-57.784229	10240840-5747032	15.681		15.761	0.188	13.702		UCU	020	010	0c0	2	0
156.05424100	-57.78215000	156.054241	-57.782150	10241301-5746557	16.205	0.122	15.201		14.046		BUU	260	200	c00	2	0
156.03514300	-57.75413900	156.035143	-57.754139	10240843-5745149	16.787		15.423		15.019	0.157	UUC	002	001	00c	2	0
156.03908200	-57.77425000	156.039082	-57.774250	10240937-5746273	15.076	0.158	14.391	0.203	13.143	0.150	CCE	222	111	c00	2	0
156.03923000	-57.77590900	156.039230	-57.775909	10240941-5746332	15.789		13.986		13.580	0.206	UUC	002	001	000	2	0
156.05186200	-57.75919300	156.051862	-57.759193	10241244-5745330	14.900	0.032	13.859	0.022	13.552	0.035	AEA	222	111	000	2	0
156.03354700	-57.79401800	156.033547	-57.794018	10240805-5747384	14.802		15.506	0.149	13.559		UBU	020	010	0c0	2	0
156.04457300	-57.76666600	156.044573	-57.766666	10241069-5745599	10.392	0.023	9.219	0.022	8.755	0.021	AAA	222	111	000	2	0
156.04548000	-57.77394500	156.045480	-57.773945	10241091-5746262	13.511		12.914		12.665	0.148	UUE	002	001	000	2	0
156.04495200	-57.77491800	156.044952	-57.774918	10241078-5746297	13.986		14.431	0.207	11.781		UCU	026	020	0c0	2	0
156.04429100	-57.76289700	156.044291	-57.762897	10241062-5745464	15.028	0.110	14.288	0.134	13.721	0.147	BBE	222	111	ccc	2	0
156.04593700	-57.76098300	156.045937	-57.760983	10241102-5745395	16.252	0.178	14.823		14.107		CUU	266	200	c00	2	0
156.04411800	-57.79150400	156.044118	-57.791504	10241058-5747294	14.936		15.525	0.121	14.628	0.122	UBB	022	011	0cc	2	0
156.04359100	-57.78890600	156.043591	-57.788906	10241046-5747200	15.629		15.297	0.194	14.480	0.146	UCB	022	011	0cc	2	0
156.04902300	-57.77338800	156.049023	-57.773388	10241176-5746241	13.923	0.101	12.880	0.107	12.028	0.094	AAA	222	111	000	2	0
156.04601800	-57.79826000	156.046018	-57.798260	10241104-5747537	15.238	0.068	14.903	0.063	14.864	0.139	AAB	222	111	000	2	0
156.04352300	-57.77312100	156.043523	-57.773121	10241044-5746232	14.486	0.191	14.084	0.272	12.905	0.162	CDC	222	111	00c	2	0
156.04804200	-57.76614800	156.048042	-57.766148	10241153-5745581	14.660		13.613		14.961	0.267	UUD	002	001	00c	2	0
156.04882400	-57.78777300	156.048824	-57.787773	10241171-5747159	16.003	0.106	15.771	0.171	13.945		ACU	220	110	000	2	0
156.04827400	-57.75350200	156.048274	-57.753502	10241158-5745126	14.971	0.039	14.127	0.022	13.780	0.043	AAA	222	111	c00	2	0
156.04779800	-57.77571900	156.047798	-57.775719	10241147-5746325	15.713	0.191	13.642		12.350		CUU	200	100	000	2	0
156.04621900	-57.77977800	156.046219	-57.779778	10241109-5746472	13.137	0.022	11.755	0.022	10.954	0.021	AAA	222	111	000	2	0
156.04732600	-57.76331700	156.047326	-57.763317	10241135-5745479	13.611	0.041	12.758	0.055	12.283	0.039	EEE	222	111	000	2	0
156.04634700	-57.79973200	156.046347	-57.799732	10241112-5747590	16.480		16.076	0.197	14.885	0.135	UCB	022	011	0c0	2	0
156.04354400	-57.77883900	156.043544	-57.778839	10241045-5746438	14.351		14.562	0.156	12.860	0.117	UCE	022	011	0cc	2	0
156.04328500	-57.79510900	156.043285	-57.795109	10241038-5747423	14.998	0.064	14.715	0.078	14.347	0.093	AAA	222	111	000	2	0
156.04348900	-57.75386800	156.043489	-57.753868	10241043-5745139	16.093	0.112	14.733	0.051	14.392	0.093	BAA	222	111	000	2	0
156.05168900	-57.77175900	156.051689	-57.771759	10241240-5746183	15.225	0.232	12.585		11.317		DUU	200	100	c00	2	0
156.05167100	-57.77872100	156.051671	-57.778721	10241240-5746433	16.505	0.170	15.980	0.244	13.683		CDU	220	110	cc0	2	0
156.05093500	-57.79540600	156.050935	-57.795406	10241222-5747434	15.317	0.043	14.837	0.053	15.035	0.171	AAC	222	111	00p	2	0
156.04025500	-57.77042400	156.040255	-57.770424	10240966-5746135	15.930	0.146	15.342	0.148	14.849	0.258	BBD	222	111	ccc	2	0
156.03950700	-57.78949400	156.039507	-57.789494	10240948-5747221	14.271		13.608		13.576	0.151	UUB	002	001	00c	1	0
156.04063700	-57.77719900	156.040637	-57.777199	10240975-5746379	15.773	0.162	14.404	0.171	12.627	0.123	CCB	222	111	000	2	0
156.03945900	-57.77199600	156.039459	-57.771996	10240947-5746191	15.601		17.737	1.306	12.553	1.088	UDE	024	011	0c0	2	0
156.03933200	-57.78159000	156.039332	-57.781590	10240943-5746537	16.080	0.190	15.117	0.121	14.650	0.175	CBC	222	111	000	2	0
156.04051900	-57.78724300	156.040519	-57.787243	10240972-5747140	15.787	0.203	14.627	0.192	13.499	0.136	CCE	222	111	cc0	2	0
156.04104100	-57.79258700	156.041041	-57.792587	10240984-5747333	14.624	0.054	14.094	0.087	13.587	0.097	AAA	222	111	000	2	0
156.04286300	-57.77830900	156.042863	-57.778309	10241028-5746419	15.894	0.150	13.389		12.052		BUU	200	200	c00	2	0
156.04201600	-57.79053100	156.042016	-57.790531	10241008-5747259	13.366	0.041	12.639	0.055	12.044	0.051	AAA	222	111	000	2	0
156.04274100	-57.77550900	156.042741	-57.775509	10241025-5746318	14.546		13.462		12.863	0.167	UUC	002	002	00c	2	0
156.04204000	-57.76927200	156.042040	-57.769272	10241008-5746093	15.019		14.375		14.587	0.214	UUC	002	001	00c	2	0
156.04188200	-57.79908800	156.041882	-57.799088	10241005-5747567	14.337	0.022	13.867	0.022	13.632	0.046	AAA	222	111	000	2	0
156.04104200	-57.78305400	156.041042	-57.783054	10240985-5746589	15.719		15.434	0.123	14.934	0.219	UBD	022	011	0cc	2	0
156.04929600	-57.75878100	156.049296	-57.758781	10241183-5745316	16.448	0.153	15.850	0.179	14.500		BCU	220	110	cc0	2	0
156.04167600	-57.77424600	156.041676	-57.774246	10241000-5746272	14.850	0.196	14.267	0.267	12.681	0.158	CDC	222	111	000	2	0
156.05454200	-57.76813100	156.054542	-57.768131	10241309-5746052	14.939		15.043	0.270	14.354	0.246	UDD	022	011	0c0	2	0
156.03428600	-57.78754400	156.034286	-57.787544	10240822-5747151	13.708		12.943		13.250	0.111	UUB	002	001	00c	2	0
156.01719700	-57.78381700	156.017197	-57.783817	10240412-5747017	13.829	0.118	11.702	0.057	10.662	0.032	BAA	222	111	000	2	0
156.02764700	-57.78773500	156.027647	-57.787735	10240663-5747158	11.736	0.028	11.008	0.025	10.536	0.023	AAA	222	111	000	2	0
156.02812300	-57.79861500	156.028123	-57.798615	10240674-5747550	16.344	0.139	15.354	0.106	15.048	0.195	BAC	222	111	000	2	0
156.01720500	-57.75591300	156.017205	-57.755913	10240412-5745212	13.627	0.120	12.760	0.175	12.217	0.125	BEB	222	111	c00	2	0
156.02740100	-57.79147300	156.027401	-57.791473	10240657-5747293	14.785	0.066	14.562	0.078	13.933	0.115	AAB	222	111	000	2	0
156.02819700	-57.78037600	156.028197	-57.780376	10240676-5746493	15.202	0.185	14.190	0.264	12.376	0.120	CDE	222	112	00c	2	0
156.00000900	-57.77157600	156.000009	-57.771576	10240000-5746176	16.457	0.133	15.455	0.112	15.289	0.200	BBC	222	111	c0c	2	0
156.02819300	-57.78169600	156.028193	-57.781696	10240676-5746541	15.099	0.218	13.949	0.259	12.633	0.173	DDC	222	214	c0c	2	0
156.02819700	-57.75453900	156.028197	-57.754539	10240676-5745163	15.435	0.067	14.737	0.068	14.384	0.098	AAA	222	111	c0c	2	0
156.05581200	-57.76209600	156.055812	-57.762096	10241339-5745435	16.937	0.341	16.338	0.341	16.811	0.992	DDD	222	111	ccc	2	0
156.02709900	-57.77049600	156.027099	-57.770496	10240650-5746137	15.188	0.050	14.037	0.063	12.864		AAU	226	220	cc0	2	0
156.02878800	-57.78461800	156.028788	-57.784618	10240690-5747046	15.170	0.104	14.381	0.177	13.479	0.150	ACE	222	112	c0c	2	0
156.05556600	-57.77746600	156.055566	-57.777466	10241333-5746388	15.582		15.764	0.168	15.170	0.229	UCD	022	011	000	2	0
156.03346100	-57.75941500	156.033461	-57.759415	10240803-5745338	15.717	0.143	14.293	0.071	13.735	0.058	BAA	222	111	c00	2	0
156.02843000	-57.78583500	156.028430	-57.785835	10240682-5747090	14.794	0.161	14.281	0.161	13.148	0.161	CCE	222	112	ccc	2	0
156.05579600	-57.77055700	156.055796	-57.770557	10241339-5746140	14.872	0.209	14.248	0.313	11.603		CDU	220	110	0c0	2	0
156.02820500	-57.76186000	156.028205	-57.761860	10240676-5745426	15.884	0.090	15.479	0.125	16.338	0.667	ABD	222	111	ccc	2	0
156.02713900	-57.77882400	156.027139	-57.778824	10240651-5746437	16.310	0.251	14.734	0.252	13.902	0.225	DDD	222	111	c00	2	0
156.00013400	-57.76844000	156.000134	-57.768440	10240003-5746063	15.663	0.077	14.310	0.022	13.723	0.070	AAA	222	111	c00	2	0
156.05605000	-57.77105700	156.056050	-57.771057	10241345-5746158	13.386		12.580		12.820	0.159	UUC	002	001	00c	2	0
156.02892600	-57.79356800	156.028926	-57.793568	10240694-5747368	15.922	0.103	15.260	0.110	14.661	0.146	ABB	222	111	000	2	0
156.00306700	-57.75705300	156.003067	-57.757053	10240073-5745253	10.148	0.071	9.642	0.113	9.226	0.091	EEE	222	111	00c	2	0
156.02624000	-57.78159000	156.026240	-57.781590	10240629-5746537	15.100	0.152	14.408	0.232	12.818	0.109	BDB	222	222	ccc	2	0
156.00325400	-57.77491000	156.003254	-57.774910	10240078-5746296	13.037	0.022	12.686	0.022	12.715	0.019	AAE	222	111	000	2	0
156.05659600	-57.77987300	156.056596	-57.779873	10241358-5746475	15.902		15.540	0.122	15.293	0.224	UBD	022	011	000	2	0
156.00210700	-57.78876500	156.002107	-57.788765	10240050-5747195	15.575	0.113	14.672	0.060	14.003	0.125	BAB	222	111	000	2	0
156.05782300	-57.78543500	156.057823	-57.785435	10241387-5747075	14.832	0.040	14.194	0.022	13.997	0.063	AAA	222	111	000	2	0
156.00217200	-57.75440200	156.002172	-57.754402	10240052-5745158	14.671	0.353	13.834	0.448	13.062	0.204	DDC	222	111	ccc	2	0
156.00141900	-57.76186000	156.001419	-57.761860	10240034-5745426	11.578	0.037	10.944	0.022	10.581	0.033	AAA	222	111	000	2	0
156.00142200	-57.75752300	156.001422	-57.757523	10240034-5745270	9.859		9.265		10.511	0.226	UUE	002	002	00c	2	0
156.00017600	-57.76557500	156.000176	-57.765575	10240004-5745560	14.886	0.101	13.461	0.023	13.170	0.039	AAA	222	111	ccc	2	0
156.00047800	-57.78402700	156.000478	-57.784027	10240011-5747024	15.281	0.136	14.159	0.164	13.004	0.136	BCB	222	111	000	2	0
156.00039200	-57.79780200	156.000392	-57.797802	10240009-5747520	14.818		15.206	0.217	14.580	0.218	UCD	622	021	0cc	2	0
156.00084200	-57.75909800	156.000842	-57.759098	10240020-5745327	11.841	0.085	11.203	0.154	10.790	0.079	EBA	222	111	ccc	2	0
156.00071100	-57.79567700	156.000711	-57.795677	10240017-5747444	15.154		15.163	0.088	14.497		UAU	020	010	000	2	0
156.00089800	-57.78294400	156.000898	-57.782944	10240021-5746585	13.798		13.025		13.085	0.218	UUE	002	001	00c	2	0
156.05640600	-57.79188200	156.056406	-57.791882	10241353-5747307	15.870		15.387	0.114	14.682	0.123	UBB	022	011	000	2	0
156.02883700	-57.77428400	156.028837	-57.774284	10240692-5746274	14.585	0.126	13.346		12.386		BUU	200	100	000	2	0
156.02820600	-57.75807200	156.028206	-57.758072	10240676-5745290	16.769	0.230	15.200	0.102	14.897	0.161	DAC	222	111	ccc	2	0
156.03174800	-57.77284200	156.031748	-57.772842	10240761-5746222	15.889	0.224	14.839	0.167	13.595	0.194	DCC	222	111	cc0	2	0
156.03243900	-57.78164300	156.032439	-57.781643	10240778-5746539	15.887	0.151	14.598	0.181	13.112	0.113	BCB	222	222	ccc	2	0
156.03185700	-57.76128400	156.031857	-57.761284	10240764-5745406	13.067		13.119	0.041	13.128	0.035	UAE	622	022	0cc	2	0
156.02982600	-57.75301000	156.029826	-57.753010	10240715-5745108	16.601	0.176	15.780		15.154		CUU	200	100	c00	2	0
156.03026400	-57.77418900	156.030264	-57.774189	10240726-5746270	13.783		13.890	0.196	12.944	0.146	UCB	022	011	000	2	0
156.03037600	-57.78160500	156.030376	-57.781605	10240729-5746537	15.352	0.188	14.054	0.222	12.504	0.150	CDB	222	223	ccc	2	0
156.03088800	-57.79777900	156.030888	-57.797779	10240741-5747520	16.765	0.205	15.690	0.157	14.335		CCU	220	110	000	2	0
156.03045700	-57.76409500	156.030457	-57.764095	10240730-5745507	15.534		15.272	0.174	14.888	0.243	UCD	022	011	000	2	0
156.03295900	-57.78024700	156.032959	-57.780247	10240791-5746488	14.904		13.571		13.443	0.196	UUC	002	001	000	2	0
156.03190800	-57.78502700	156.031908	-57.785027	10240765-5747060	14.872	0.076	13.518	0.063	12.904	0.038	AAA	222	111	000	2	0
156.03090000	-57.75090800	156.030900	-57.750908	10240741-5745032	14.104	0.032	12.938	0.038	11.863	0.023	AAA	222	111	000	2	0
156.05542400	-57.76522100	156.055424	-57.765221	10241330-5745547	16.728	0.236	15.655	0.171	15.087	0.234	DCD	222	111	ccc	2	0
156.03157200	-57.77780200	156.031572	-57.777802	10240757-5746400	14.631		14.910	0.320	13.706	0.282	UDD	022	011	000	2	0
156.03257100	-57.78960800	156.032571	-57.789608	10240781-5747225	14.780	0.058	14.504	0.033	14.470	0.121	AAB	222	111	00c	2	0
156.05540200	-57.75930000	156.055402	-57.759300	10241329-5745334	15.335	0.049	14.919	0.057	14.811	0.150	AAB	222	111	000	2	0
156.05496900	-57.75530600	156.054969	-57.755306	10241319-5745191	15.169	0.043	14.674	0.045	14.476	0.127	AAB	222	111	c00	2	0
